17	-0.094	-0.095	-0.097	0.100	-0.127	-0.011	0.015	-0.023	-0.040	1.000	-0.090	0.067	0.072	-0.009	-0.019	-0.043	-0.050	-0.000	0.023	-0.010	0.076	0.015	-0.134	-0.042	-0.013	0.152	0.016	0.056	-0.041	-0.037	-0.048	-0.011	0.047	0.059	0.146	0.025	0.124	0.029	-0.060	0.033	0.104	0.009	-0.043	0.059	-0.076	-0.034	-0.054	-0.032	-0.078	0.033
18	-0.005	0.035	-0.013	0.024	0.007	0.025	-0.019	0.043	-0.010	-0.090	1.000	0.074	-0.086	-0.045	-0.044	-0.055	0.081	0.050	0.007	0.022	-0.023	0.025	-0.037	-0.014	-0.015	-0.020	-0.096	0.038	-0.006	0.001	-0.020	0.048	0.098	-0.002	-0.082	-0.033	-0.006	0.006	-0.089	-0.081	-0.076	0.052	0.112	-0.051	0.006	0.049	-0.045	0.090	-0.018	0.059
19	-0.071	-0.139	-0.075	0.075	-0.041	-0.014	-0.072	0.004	0.034	0.067	0.074	1.000	0.079	-0.091	0.018	0.049	0.036	-0.009	-0.006	-0.095	-0.000	0.098	-0.048	-0.047	0.106	-0.032	0.045	0.051	-0.089	-0.017	0.000	0.010	0.080	-0.035	0.076	-0.021	0.006	-0.021	0.046	0.104	0.086	-0.059	-0.004	-0.046	-0.070	-0.024	0.055	-0.023	0.012	-0.015
2	-0.016	-0.069	0.052	-0.024	0.054	0.013	0.010	-0.021	-0.031	0.072	-0.086	0.079	1.000	0.067	0.012	0.005	-0.073	-0.104	0.021	-0.059	0.018	0.006	0.020	0.033	-0.003	0.013	0.055	-0.049	-0.053	0.026	-0.059	0.007	-0.061	0.060	0.031	-0.024	0.018	0.133	-0.052	0.089	0.025	-0.003	-0.057	0.059	-0.011	-0.075	-0.046	-0.027	-0.053	-0.027
20	-0.071	-0.061	-0.019	0.084	0.049	0.111	0.023	-0.028	0.005	-0.009	-0.045	-0.091	0.067	1.000	-0.100	-0.017	-0.035	0.080	-0.054	-0.033	-0.052	0.046	-0.039	0.062	0.028	0.089	0.022	-0.085	0.014	-0.014	0.014	-0.006	0.006	-0.019	0.118	-0.027	-0.069	-0.090	-0.067	0.078	0.022	0.099	0.012	-0.007	0.051	-0.055	-0.007	0.059	0.001	0.002
21	-0.013	-0.018	0.131	-0.064	0.058	-0.050	0.148	-0.077	0.033	-0.019	-0.044	0.018	0.012	-0.100	1.000	0.101	0.038	-0.028	-0.075	0.008	0.013	-0.021	-0.052	0.010	-0.033	-0.005	-0.041	-0.016	0.043	0.049	0.002	-0.008	-0.012	0.088	-0.015	0.009	-0.018	-0.056	0.050	-0.034	0.002	-0.048	0.006	0.045	-0.029	-0.056	0.113	-0.039	0.014	-0.033
22	0.043	-0.001	0.084	-0.019	-0.107	-0.016	0.010	0.124	0.023	-0.043	-0.055	0.049	0.005	-0.017	0.101	1.000	-0.087	-0.135	-0.073	-0.038	-0.047	0.017	0.058	-0.071	0.011	-0.003	0.085	0.029	-0.001	0.065	-0.039	-0.034	-0.013	0.036	0.031	0.035	0.003	0.019	0.057	0.085	-0.027	-0.033	0.032	-0.048	-0.030	0.018	-0.066	-0.006	-0.030	-0.058
23	-0.038	0.019	-0.079	-0.005	-0.037	0.061	0.034	0.009	0.040	-0.050	0.081	0.036	-0.073	-0.035	0.038	-0.087	1.000	0.000	0.056	0.004	0.108	-0.024	-0.093	-0.009	0.011	-0.016	-0.030	-0.027	-0.014	-0.035	0.004	-0.020	-0.012	-0.006	-0.045	-0.016	-0.019	-0.044	0.002	-0.073	-0.001	0.056	0.030	0.068	-0.037	0.049	0.038	-0.043	0.001	0.096
24	-0.057	-0.044	-0.079	0.063	-0.009	0.011	0.046	-0.102	-0.042	-0.000	0.050	-0.009	-0.104	0.080	-0.028	-0.135	0.000	1.000	0.145	0.024	0.031	-0.013	0.014	0.068	-0.027	0.018	-0.014	-0.027	-0.036	-0.051	0.038	0.077	-0.013	0.107	0.027	0.076	-0.073	0.086	0.012	-0.100	-0.080	-0.090	-0.046	0.070	-0.021	0.055	-0.003	-0.007	-0.042	0.091
25	-0.086	-0.069	-0.089	0.036	-0.074	0.007	-0.105	0.044	-0.050	0.023	0.007	-0.006	0.021	-0.054	-0.075	-0.073	0.056	0.145	1.000	0.021	-0.062	-0.025	0.059	0.028	0.088	-0.081	0.039	-0.006	-0.011	-0.149	-0.002	0.126	-0.014	0.091	-0.082	-0.039	-0.057	0.068	0.023	0.045	0.067	-0.019	-0.034	-0.012	-0.015	-0.006	0.063	-0.101	0.029	0.105
26	-0.037	0.001	0.075	-0.008	0.031	0.004	-0.031	0.069	0.090	-0.010	0.022	-0.095	-0.059	-0.033	0.008	-0.038	0.004	0.024	0.021	1.000	0.078	-0.005	-0.008	-0.059	-0.015	-0.020	0.024	0.016	0.070	0.056	0.031	0.016	-0.043	-0.021	-0.081	-0.022	0.031	0.082	-0.005	0.026	-0.086	-0.015	-0.041	-0.100	0.050	-0.011	0.002	-0.067	0.038	-0.004
27	0.122	0.098	0.127	-0.076	-0.040	-0.105	-0.065	-0.062	0.078	0.076	-0.023	-0.000	0.018	-0.052	0.013	-0.047	0.108	0.031	-0.062	0.078	1.000	-0.026	0.003	-0.054	-0.109	0.016	0.038	-0.053	0.040	-0.075	0.018	-0.125	0.097	-0.085	-0.013	0.025	0.133	0.020	-0.034	0.089	0.007	-0.079	-0.019	-0.012	-0.091	0.008	0.067	0.022	0.020	0.013
28	0.068	0.055	-0.048	0.119	0.000	-0.024	0.008	0.000	-0.050	0.015	0.025	0.098	0.006	0.046	-0.021	0.017	-0.024	-0.013	-0.025	-0.005	-0.026	1.000	0.016	-0.036	0.093	-0.008	-0.099	0.024	0.020	0.033	-0.046	-0.041	-0.026	-0.013	-0.034	0.003	-0.012	-0.058	0.022	0.064	0.077	0.018	-0.071	-0.010	-0.038	0.041	-0.006	-0.001	-0.036	0.038
29	0.002	0.019	0.006	0.020	0.033	-0.024	0.004	-0.018	0.065	-0.134	-0.037	-0.048	0.020	-0.039	-0.052	0.058	-0.093	0.014	0.059	-0.008	0.003	0.016	1.000	0.070	-0.071	-0.051	0.078	-0.095	0.075	-0.038	-0.014	0.005	-0.076	-0.055	-0.037	-0.073	0.035	0.106	-0.061	0.090	0.029	-0.050	-0.061	0.043	0.075	-0.043	-0.087	0.070	-0.106	0.001
3	-0.068	-0.014	-0.054	0.035	0.071	0.014	-0.032	0.065	0.035	-0.042	-0.014	-0.047	0.033	0.062	0.010	-0.071	-0.009	0.068	0.028	-0.059	-0.054	-0.036	0.070	1.000	-0.008	-0.024	0.049	0.048	0.018	0.068	0.014	-0.006	-0.049	0.104	0.026	-0.036	-0.046	0.001	-0.088	0.010	-0.009	-0.036	-0.025	0.086	-0.015	-0.067	0.050	-0.060	-0.016	-0.029
30	-0.061	-0.016	-0.046	0.048	-0.032	0.038	0.001	0.120	-0.036	-0.013	-0.015	0.106	-0.003	0.028	-0.033	0.011	0.011	-0.027	0.088	-0.015	-0.109	0.093	-0.071	-0.008	1.000	0.021	-0.074	-0.058	-0.080	-0.053	-0.029	0.046	0.111	-0.024	-0.155	-0.049	0.012	0.026	0.010	0.026	0.059	-0.115	0.036	-0.009	-0.002	-0.035	0.044	-0.014	-0.003	0.076
31	0.081	0.013	-0.077	0.054	0.070	0.038	-0.023	0.049	0.049	0.152	-0.020	-0.032	0.013	0.089	-0.005	-0.003	-0.016	0.018	-0.081	-0.020	0.016	-0.008	-0.051	-0.024	0.021	1.000	-0.104	-0.072	-0.008	0.050	-0.011	-0.049	-0.015	0.017	0.013	-0.026	0.120	0.050	-0.121	-0.052	-0.011	0.019	0.108	0.040	-0.115	-0.114	-0.067	0.036	0.023	-0.044
32	0.001	-0.074	-0.067	0.065	-0.159	-0.121	-0.055	0.020	0.132	0.016	-0.096	0.045	0.055	0.022	-0.041	0.085	-0.030	-0.014	0.039	0.024	0.038	-0.099	0.078	0.049	-0.074	-0.104	1.000	-0.001	-0.035	0.025	0.005	0.033	-0.007	0.009	-0.049	0.042	0.087	0.148	0.043	0.022	-0.003	-0.048	-0.005	0.036	0.117	-0.020	-0.052	-0.080	0.049	0.074
33	0.010	0.059	0.051	-0.019	0.086	0.009	-0.009	0.036	0.005	0.056	0.038	0.051	-0.049	-0.085	-0.016	0.029	-0.027	-0.027	-0.006	0.016	-0.053	0.024	-0.095	0.048	-0.058	-0.072	-0.001	1.000	-0.007	0.177	0.018	0.005	0.065	-0.047	0.101	-0.006	-0.141	-0.002	0.098	-0.006	-0.022	-0.054	-0.035	-0.076	-0.075	-0.014	0.102	-0.016	-0.080	-0.019
34	0.123	0.071	0.060	0.004	0.006	0.038	-0.017	-0.042	-0.082	-0.041	-0.006	-0.089	-0.053	0.014	0.043	-0.001	-0.014	-0.036	-0.011	0.070	0.040	0.020	0.075	0.018	-0.080	-0.008	-0.035	-0.007	1.000	-0.117	0.032	-0.105	-0.027	0.091	0.013	0.028	-0.078	-0.148	-0.014	-0.064	0.040	0.048	0.023	0.008	-0.029	0.091	-0.003	0.041	0.003	0.044
35	0.044	-0.001	0.024	0.033	0.019	-0.071	-0.039	0.013	-0.066	-0.037	0.001	-0.017	0.026	-0.014	0.049	0.065	-0.035	-0.051	-0.149	0.056	-0.075	0.033	-0.038	0.068	-0.053	0.050	0.025	0.177	-0.117	1.000	0.036	0.002	-0.058	0.063	-0.043	-0.029	0.024	0.060	0.012	-0.050	-0.045	0.106	-0.069	0.027	0.019	-0.017	-0.011	-0.002	0.013	-0.075
36	-0.020	-0.014	0.011	-0.020	-0.019	0.040	-0.009	-0.036	0.022	-0.048	-0.020	0.000	-0.059	0.014	0.002	-0.039	0.004	0.038	-0.002	0.031	0.018	-0.046	-0.014	0.014	-0.029	-0.011	0.005	0.018	0.032	0.036	1.000	-0.001	0.036	-0.064	0.011	-0.005	-0.038	-0.062	0.008	-0.091	-0.007	-0.085	0.035	0.027	0.023	0.006	0.081	0.082	-0.088	-0.016
37	-0.046	-0.079	-0.084	0.088	0.006	0.005	0.016	-0.046	0.027	-0.011	0.048	0.010	0.007	-0.006	-0.008	-0.034	-0.020	0.077	0.126	0.016	-0.125	-0.041	0.005	-0.006	0.046	-0.049	0.033	0.005	-0.105	0.002	-0.001	1.000	-0.019	-0.091	-0.076	0.007	-0.056	0.083	-0.001	-0.036	0.059	-0.011	0.017	0.007	0.001	0.005	0.006	0.001	0.021	0.004
38	-0.050	-0.098	0.019	-0.085	-0.006	-0.027	0.008	0.073	0.064	0.047	0.098	0.080	-0.061	0.006	-0.012	-0.013	-0.012	-0.013	-0.014	-0.043	0.097	-0.026	-0.076	-0.049	0.111	-0.015	-0.007	0.065	-0.027	-0.058	0.036	-0.019	1.000	0.007	-0.092	0.002	0.111	0.033	-0.052	-0.044	-0.044	-0.097	0.033	-0.043	-0.061	-0.020	0.093	0.065	-0.038	0.086
39	0.025	0.002	0.096	-0.039	-0.032	-0.086	-0.026	0.080	-0.045	0.059	-0.002	-0.035	0.060	-0.019	0.088	0.036	-0.006	0.107	0.091	-0.021	-0.085	-0.013	-0.055	0.104	-0.024	0.017	0.009	-0.047	0.091	0.063	-0.064	-0.091	0.007	1.000	0.094	-0.047	0.031	-0.046	-0.097	-0.052	-0.075	0.045	-0.124	0.004	0.019	0.110	0.012	-0.084	0.030	-0.039
4	0.002	0.021	-0.017	0.046	-0.053	0.021	-0.059	0.007	-0.011	0.146	-0.082	0.076	0.031	0.118	-0.015	0.031	-0.045	0.027	-0.082	-0.081	-0.013	-0.034	-0.037	0.026	-0.155	0.013	-0.049	0.101	0.013	-0.043	0.011	-0.076	-0.092	0.094	1.000	0.001	-0.079	0.037	0.013	0.040	0.008	0.047	-0.027	0.037	-0.033	0.175	0.005	0.100	-0.052	-0.125
40	0.058	0.021	-0.054	0.060	-0.011	0.024	0.067	-0.085	-0.008	0.025	-0.033	-0.021	-0.024	-0.027	0.009	0.035	-0.016	0.076	-0.039	-0.022	0.025	0.003	-0.073	-0.036	-0.049	-0.026	0.042	-0.006	0.028	-0.029	-0.005	0.007	0.002	-0.047	0.001	1.000	-0.014	-0.071	0.082	0.021	-0.092	0.073	0.061	0.009	-0.032	0.003	-0.008	-0.033	0.070	0.072
41	0.078	0.042	0.014	-0.056	-0.053	-0.070	0.013	-0.043	0.088	0.124	-0.006	0.006	0.018	-0.069	-0.018	0.003	-0.019	-0.073	-0.057	0.031	0.133	-0.012	0.035	-0.046	0.012	0.120	0.087	-0.141	-0.078	0.024	-0.038	-0.056	0.111	0.031	-0.079	-0.014	1.000	0.015	-0.086	0.017	0.021	-0.001	0.037	-0.029	-0.026	0.041	-0.033	0.050	-0.073	-0.040
42	-0.050	-0.083	0.042	-0.081	0.014	-0.077	0.003	0.014	0.032	0.029	0.006	-0.021	0.133	-0.090	-0.056	0.019	-0.044	0.086	0.068	0.082	0.020	-0.058	0.106	0.001	0.026	0.050	0.148	-0.002	-0.148	0.060	-0.062	0.083	0.033	-0.046	0.037	-0.071	0.015	1.000	-0.017	0.011	-0.014	-0.013	-0.053	0.006	-0.023	0.029	-0.043	-0.049	-0.015	-0.050
43	0.040	0.036	-0.050	-0.021	0.128	0.043	0.004	0.025	0.007	-0.060	-0.089	0.046	-0.052	-0.067	0.050	0.057	0.002	0.012	0.023	-0.005	-0.034	0.022	-0.061	-0.088	0.010	-0.121	0.043	0.098	-0.014	0.012	0.008	-0.001	-0.052	-0.097	0.013	0.082	-0.086	-0.017	1.000	0.008	-0.015	0.072	0.069	0.004	0.054	-0.019	-0.025	-0.117	0.012	-0.041
44	-0.011	-0.017	-0.017	0.002	0.005	-0.037	-0.078	0.012	0.065	0.033	-0.081	0.104	0.089	0.078	-0.034	0.085	-0.073	-0.100	0.045	0.026	0.089	0.064	0.090	0.010	0.026	-0.052	0.022	-0.006	-0.064	-0.050	-0.091	-0.036	-0.044	-0.052	0.040	0.021	0.017	0.011	0.008	1.000	-0.023	0.072	-0.027	-0.060	-0.024	-0.097	0.037	-0.012	0.028	0.001
45	0.004	0.009	-0.009	0.016	-0.120	-0.068	0.019	-0.003	-0.014	0.104	-0.076	0.086	0.025	0.022	0.002	-0.027	-0.001	-0.080	0.067	-0.086	0.007	0.077	0.029	-0.009	0.059	-0.011	-0.003	-0.022	0.040	-0.045	-0.007	0.059	-0.044	-0.075	0.008	-0.092	0.021	-0.014	-0.015	-0.023	1.000	-0.064	-0.018	0.022	0.048	0.066	0.054	0.016	-0.000	0.053
46	0.067	0.054	0.027	-0.026	0.118	0.145	-0.040	0.020	-0.095	0.009	0.052	-0.059	-0.003	0.099	-0.048	-0.033	0.056	-0.090	-0.019	-0.015	-0.079	0.018	-0.050	-0.036	-0.115	0.019	-0.048	-0.054	0.048	0.106	-0.085	-0.011	-0.097	0.045	0.047	0.073	-0.001	-0.013	0.072	0.072	-0.064	1.000	0.075	-0.021	-0.051	0.024	-0.119	-0.018	0.133	-0.056
47	0.006	-0.035	-0.049	-0.019	0.079	0.071	-0.022	0.069	0.019	-0.043	0.112	-0.004	-0.057	0.012	0.006	0.032	0.030	-0.046	-0.034	-0.041	-0.019	-0.071	-0.061	-0.025	0.036	0.108	-0.005	-0.035	0.023	-0.069	0.035	0.017	0.033	-0.124	-0.027	0.061	0.037	-0.053	0.069	-0.027	-0.018	0.075	1.000	0.078	-0.124	-0.024	0.007	0.046	-0.004	-0.050
48	-0.042	0.004	-0.092	0.058	-0.089	-0.044	-0.031	-0.026	0.018	0.059	-0.051	-0.046	0.059	-0.007	0.045	-0.048	0.068	0.070	-0.012	-0.100	-0.012	-0.010	0.043	0.086	-0.009	0.040	0.036	-0.076	0.008	0.027	0.027	0.007	-0.043	0.004	0.037	0.009	-0.029	0.006	0.004	-0.060	0.022	-0.021	0.078	1.000	0.060	0.067	-0.019	-0.060	-0.041	0.019
49	-0.089	-0.025	-0.001	-0.042	0.025	0.140	0.052	-0.025	0.056	-0.076	0.006	-0.070	-0.011	0.051	-0.029	-0.030	-0.037	-0.021	-0.015	0.050	-0.091	-0.038	0.075	-0.015	-0.002	-0.115	0.117	-0.075	-0.029	0.019	0.023	0.001	-0.061	0.019	-0.033	-0.032	-0.026	-0.023	0.054	-0.024	0.048	-0.051	-0.124	0.060	1.000	0.034	-0.001	0.089	0.028	0.030
5	0.039	0.034	0.081	-0.137	-0.047	-0.043	0.005	-0.002	0.005	-0.034	0.049	-0.024	-0.075	-0.055	-0.056	0.018	0.049	0.055	-0.006	-0.011	0.008	0.041	-0.043	-0.067	-0.035	-0.114	-0.020	-0.014	0.091	-0.017	0.006	0.005	-0.020	0.110	0.175	0.003	0.041	0.029	-0.019	-0.097	0.066	0.024	-0.024	0.067	0.034	1.000	-0.008	0.040	-0.024	-0.025
6	-0.015	-0.027	0.040	-0.059	-0.053	-0.008	-0.003	0.039	0.071	-0.054	-0.045	0.055	-0.046	-0.007	0.113	-0.066	0.038	-0.003	0.063	0.002	0.067	-0.006	-0.087	0.050	0.044	-0.067	-0.052	0.102	-0.003	-0.011	0.081	0.006	0.093	0.012	0.005	-0.008	-0.033	-0.043	-0.025	0.037	0.054	-0.119	0.007	-0.019	-0.001	-0.008	1.000	0.033	-0.037	-0.020
7	0.098	0.118	0.010	-0.057	-0.050	-0.031	0.032	-0.058	-0.018	-0.032	0.090	-0.023	-0.027	0.059	-0.039	-0.006	-0.043	-0.007	-0.101	-0.067	0.022	-0.001	0.070	-0.060	-0.014	0.036	-0.080	-0.016	0.041	-0.002	0.082	0.001	0.065	-0.084	0.100	-0.033	0.050	-0.049	-0.117	-0.012	0.016	-0.018	0.046	-0.060	0.089	0.040	0.033	1.000	-0.057	0.010
8	0.108	0.108	0.045	-0.038	0.054	0.009	-0.000	0.038	-0.039	-0.078	-0.018	0.012	-0.053	0.001	0.014	-0.030	0.001	-0.042	0.029	0.038	0.020	-0.036	-0.106	-0.016	-0.003	0.023	0.049	-0.080	0.003	0.013	-0.088	0.021	-0.038	0.030	-0.052	0.070	-0.073	-0.015	0.012	0.028	-0.000	0.133	-0.004	-0.041	0.028	-0.024	-0.037	-0.057	1.000	0.044
9	-0.059	-0.054	-0.040	0.022	-0.033	-0.030	0.028	-0.025	0.028	0.033	0.059	-0.015	-0.027	0.002	-0.033	-0.058	0.096	0.091	0.105	-0.004	0.013	0.038	0.001	-0.029	0.076	-0.044	0.074	-0.019	0.044	-0.075	-0.016	0.004	0.086	-0.039	-0.125	0.072	-0.040	-0.050	-0.041	0.001	0.053	-0.056	-0.050	0.019	0.030	-0.025	-0.020	0.010	0.044	1.000
