proj,files,totalLines,commentLines,blankLines,lineOfCodes,class,property,method,functions,operator,size(bytes),size
G:/GCModeller/src/workbench/modules/ExperimentDesigner/designer-netcore5.vbproj,<project>,1077,272,136,669,14,46,10,39,0,38438,38.44 KB
G:/GCModeller/src/workbench/modules/keggReport/keggReport.NET5.vbproj,KGMLRender.vb,131,0,22,109,1,0,1,3,0,4882,4.88 KB
G:/GCModeller/src/workbench/modules/keggReport/keggReport.NET5.vbproj,MapShape.vb,17,4,3,10,1,5,0,1,0,419,419 B
G:/GCModeller/src/workbench/modules/keggReport/keggReport.NET5.vbproj,NodeRepresentation.vb,94,0,21,73,1,2,0,4,0,3320,3.32 KB
G:/GCModeller/src/workbench/modules/keggReport/keggReport.NET5.vbproj,PathwayMapRender.vb,146,19,16,111,1,0,0,5,0,6259,6.26 KB
G:/GCModeller/src/workbench/modules/keggReport/keggReport.NET5.vbproj,ReportRender.vb,131,17,12,102,1,0,0,6,0,5163,5.16 KB
G:/GCModeller/src/workbench/modules/keggReport/keggReport.NET5.vbproj,My Project/Application.Designer.vb,12,9,1,2,0,0,0,0,0,434,434 B
G:/GCModeller/src/workbench/modules/keggReport/keggReport.NET5.vbproj,My Project/AssemblyInfo.vb,36,15,6,15,0,0,0,0,0,1183,1.18 KB
G:/GCModeller/src/workbench/modules/keggReport/keggReport.NET5.vbproj,My Project/Resources.Designer.vb,93,47,9,37,1,3,0,0,0,4083,4.08 KB
G:/GCModeller/src/workbench/modules/keggReport/keggReport.NET5.vbproj,My Project/Settings.Designer.vb,74,9,12,53,2,2,1,0,0,3068,3.07 KB
G:/GCModeller/src/workbench/modules/keggReport/keggReport.NET5.vbproj,<project>,734,120,102,512,8,12,2,19,0,28811,28.81 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/Knowledge_base/kb.NET5.vbproj,NLP/GeneName.vb,73,0,15,58,3,0,1,5,0,2967,2.97 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/Knowledge_base/kb.NET5.vbproj,NLP/NLPExtensions.vb,30,0,5,25,1,0,0,2,0,1097,1.10 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/Knowledge_base/kb.NET5.vbproj,Wikipedia/BingSearch.vb,57,6,12,39,1,0,0,5,0,1978,1.98 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/Knowledge_base/kb.NET5.vbproj,<project>,160,6,32,122,5,0,1,12,0,6042,6.04 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,Citation.vb,98,16,17,65,1,10,1,5,0,3103,3.10 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,BITS/body.vb,63,0,24,39,4,13,0,3,0,1750,1.75 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,BITS/book-part-wrapper.vb,101,27,19,55,4,12,0,4,0,3430,3.43 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,BITS/book-part.vb,58,0,24,34,6,14,0,1,0,1387,1.39 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,BITS/citation.vb,163,5,40,118,7,26,0,7,0,5419,5.42 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,BITS/p.vb,84,0,29,55,6,18,0,6,0,2416,2.42 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,BITS/table.vb,112,0,34,78,7,20,0,7,0,3198,3.20 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,eutils/eSearchResult.vb,57,0,10,47,6,17,0,2,0,1787,1.79 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,eutils/PubMedEUtilities.vb,1154,173,184,797,3,27,10,14,0,52521,52.52 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,MeSH/DataTypes.vb,24,0,8,16,2,4,0,2,0,525,525 B
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,MeSH/DescriptorRecord.vb,54,7,9,38,1,14,0,2,0,1953,1.95 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,MeSH/DescriptorRecordSet.vb,39,16,7,16,1,2,0,2,0,1598,1.60 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,MeSH/Term.vb,136,0,45,91,11,31,0,8,0,3625,3.62 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,PubMed/PlainTextParser.vb,148,22,14,112,1,0,0,4,0,6102,6.10 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,PubMed/PubmedArticle.vb,293,57,42,194,6,24,4,15,0,11898,11.90 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,PubMed/PubmedArticleSet.vb,68,6,16,46,1,1,0,4,0,2633,2.63 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,PubMed/PubMedServicesExtensions.vb,101,46,14,41,1,0,0,3,0,4346,4.35 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,PubMed/PubMedTextTable.vb,111,29,16,66,1,17,0,5,0,3987,3.99 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,PubMed/QueryForm.vb,87,81,2,4,1,0,0,0,0,12938,12.94 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,MeSH/MeshTree/Join.vb,63,0,7,56,1,0,1,1,0,2478,2.48 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,MeSH/MeshTree/MeshCategory.vb,121,95,4,22,1,0,0,0,0,5077,5.08 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,MeSH/MeshTree/Reader.vb,103,22,15,66,1,0,0,6,0,3740,3.74 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,MeSH/MeshTree/Term.vb,55,13,11,31,1,3,0,3,0,1664,1.66 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,PubMed/Components/PubDate.vb,60,2,14,44,1,7,2,1,0,1929,1.93 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,PubMed/MedlineCitation/Article.vb,199,0,47,152,13,41,7,12,0,5692,5.69 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,PubMed/MedlineCitation/Components.vb,44,0,13,31,3,9,0,3,0,1116,1.12 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,PubMed/PubmedData/Data.vb,35,0,10,25,2,3,2,2,0,813,813 B
G:/GCModeller/src/workbench/modules/Knowledge_base/ncbi_kb/ncbi_kb.vbproj,<project>,3631,617,675,2339,93,313,27,122,0,147125,147.12 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/test/test.vbproj,mesh_test.vb,17,0,5,12,1,0,1,0,0,675,675 B
G:/GCModeller/src/workbench/modules/Knowledge_base/test/test.vbproj,Module1.vb,82,55,27,0,0,0,0,0,0,2608,2.61 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/test/test.vbproj,Module2.vb,20,0,8,12,1,0,1,0,0,641,641 B
G:/GCModeller/src/workbench/modules/Knowledge_base/test/test.vbproj,Module3.vb,155,35,26,94,3,2,1,2,0,7100,7.10 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/test/test.vbproj,name_test.vb,15,0,4,11,1,0,1,0,0,446,446 B
G:/GCModeller/src/workbench/modules/Knowledge_base/test/test.vbproj,Program.vb,131,23,22,86,1,0,0,1,0,6203,6.20 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/test/test.vbproj,pubmedParserTest.vb,70,13,15,42,1,0,1,0,0,4070,4.07 KB
G:/GCModeller/src/workbench/modules/Knowledge_base/test/test.vbproj,<project>,490,126,107,257,8,2,5,3,0,21743,21.74 KB
G:/GCModeller/src/workbench/modules/SeqFeature/SeqFeature/SeqFeature.NET5.vbproj,ASCIIViewer.vb,104,22,17,65,2,2,1,1,0,3416,3.42 KB
G:/GCModeller/src/workbench/modules/SeqFeature/SeqFeature/SeqFeature.NET5.vbproj,<project>,104,22,17,65,2,2,1,1,0,3416,3.42 KB
G:/GCModeller/src/workbench/R#/annotationKit/annotationKit.vbproj,BioCyc.vb,376,39,48,289,1,0,1,10,0,14045,14.04 KB
G:/GCModeller/src/workbench/R#/annotationKit/annotationKit.vbproj,NCBI.vb,119,31,15,73,1,0,1,4,0,4770,4.77 KB
G:/GCModeller/src/workbench/R#/annotationKit/annotationKit.vbproj,OBO_DAG.vb,403,87,57,259,1,0,1,16,0,13996,14.00 KB
G:/GCModeller/src/workbench/R#/annotationKit/annotationKit.vbproj,PtfCache.vb,566,66,73,427,1,0,1,15,0,23684,23.68 KB
G:/GCModeller/src/workbench/R#/annotationKit/annotationKit.vbproj,Reactome.vb,27,5,6,16,1,0,1,2,0,723,723 B
G:/GCModeller/src/workbench/R#/annotationKit/annotationKit.vbproj,Rhea.vb,126,33,15,78,1,0,1,6,0,4945,4.95 KB
G:/GCModeller/src/workbench/R#/annotationKit/annotationKit.vbproj,UniProt.vb,92,12,11,69,1,0,0,5,0,3733,3.73 KB
G:/GCModeller/src/workbench/R#/annotationKit/annotationKit.vbproj,zzz.vb,12,0,3,9,1,0,1,0,0,239,239 B
G:/GCModeller/src/workbench/R#/annotationKit/annotationKit.vbproj,<project>,1721,273,228,1220,8,0,7,58,0,66135,66.14 KB
G:/GCModeller/src/workbench/R#/biosystem/biosystem.vbproj,Sabiork.vb,128,23,14,91,1,0,0,9,0,4973,4.97 KB
G:/GCModeller/src/workbench/R#/biosystem/biosystem.vbproj,SBMLTools.vb,214,11,27,176,1,0,0,6,0,10046,10.05 KB
G:/GCModeller/src/workbench/R#/biosystem/biosystem.vbproj,zzz.vb,10,0,4,6,1,0,1,0,0,147,147 B
G:/GCModeller/src/workbench/R#/biosystem/biosystem.vbproj,<project>,352,34,45,273,3,0,1,15,0,15166,15.17 KB
G:/GCModeller/src/workbench/R#/comparative_toolkit/comparative_toolkit.vbproj,pangenome.vb,242,16,44,182,1,0,1,9,0,10387,10.39 KB
G:/GCModeller/src/workbench/R#/comparative_toolkit/comparative_toolkit.vbproj,SigmaDifference.vb,923,131,123,669,1,0,0,36,0,47238,47.24 KB
G:/GCModeller/src/workbench/R#/comparative_toolkit/comparative_toolkit.vbproj,zzz.vb,14,0,5,9,1,0,2,0,0,230,230 B
G:/GCModeller/src/workbench/R#/comparative_toolkit/comparative_toolkit.vbproj,<project>,1179,147,172,860,3,0,3,45,0,57855,57.85 KB
G:/GCModeller/src/workbench/R#/cytoscape_toolkit/cytoscape.vbproj,automation.vb,149,10,22,117,1,0,2,9,0,6769,6.77 KB
G:/GCModeller/src/workbench/R#/cytoscape_toolkit/cytoscape.vbproj,dunnart.vb,55,0,9,46,1,0,0,3,0,2382,2.38 KB
G:/GCModeller/src/workbench/R#/cytoscape_toolkit/cytoscape.vbproj,kegg.vb,194,20,23,151,1,0,2,3,0,8142,8.14 KB
G:/GCModeller/src/workbench/R#/cytoscape_toolkit/cytoscape.vbproj,models.vb,146,34,14,98,1,0,1,8,0,6145,6.14 KB
G:/GCModeller/src/workbench/R#/cytoscape_toolkit/cytoscape.vbproj,PathVisio.vb,48,0,5,43,1,0,0,3,0,1995,2.00 KB
G:/GCModeller/src/workbench/R#/cytoscape_toolkit/cytoscape.vbproj,xgmml.vb,142,19,16,107,1,0,0,4,0,6012,6.01 KB
G:/GCModeller/src/workbench/R#/cytoscape_toolkit/cytoscape.vbproj,zzz.vb,10,0,3,7,1,0,1,0,0,170,170 B
G:/GCModeller/src/workbench/R#/cytoscape_toolkit/cytoscape.vbproj,bioModels/stringdbPPI.vb,101,22,12,67,1,0,0,5,0,4093,4.09 KB
G:/GCModeller/src/workbench/R#/cytoscape_toolkit/cytoscape.vbproj,bioModels/stringWebApi.vb,144,44,14,86,1,3,0,3,0,7567,7.57 KB
G:/GCModeller/src/workbench/R#/cytoscape_toolkit/cytoscape.vbproj,bioModels/TRN.vb,39,4,6,29,1,0,1,2,0,1618,1.62 KB
G:/GCModeller/src/workbench/R#/cytoscape_toolkit/cytoscape.vbproj,<project>,1028,153,124,751,10,3,7,40,0,44893,44.89 KB
G:/GCModeller/src/workbench/R#/gokit/gokit.vbproj,annotation.vb,64,7,6,51,1,0,0,2,0,2568,2.57 KB
G:/GCModeller/src/workbench/R#/gokit/gokit.vbproj,file.vb,103,10,15,78,1,0,0,5,0,3651,3.65 KB
G:/GCModeller/src/workbench/R#/gokit/gokit.vbproj,zzz.vb,10,0,4,6,1,0,1,0,0,147,147 B
G:/GCModeller/src/workbench/R#/gokit/gokit.vbproj,<project>,177,17,25,135,3,0,1,7,0,6366,6.37 KB
G:/GCModeller/src/workbench/R#/gseakit/gseakit.vbproj,GSEA.vb,428,103,37,288,2,0,1,11,0,19178,19.18 KB
G:/GCModeller/src/workbench/R#/gseakit/gseakit.vbproj,GSEABackground.vb,1447,342,140,965,1,0,1,38,0,59698,59.70 KB
G:/GCModeller/src/workbench/R#/gseakit/gseakit.vbproj,GSVA.vb,157,48,15,94,1,0,0,3,0,6392,6.39 KB
G:/GCModeller/src/workbench/R#/gseakit/gseakit.vbproj,KEGG.vb,76,12,11,53,1,0,0,2,0,3196,3.20 KB
G:/GCModeller/src/workbench/R#/gseakit/gseakit.vbproj,KOBAS.vb,22,5,2,15,1,0,0,1,0,702,702 B
G:/GCModeller/src/workbench/R#/gseakit/gseakit.vbproj,Profiles.vb,308,51,42,215,1,0,0,8,0,12421,12.42 KB
G:/GCModeller/src/workbench/R#/gseakit/gseakit.vbproj,UniProt.vb,121,24,14,83,1,0,0,3,0,4670,4.67 KB
G:/GCModeller/src/workbench/R#/gseakit/gseakit.vbproj,zzz.vb,12,0,4,8,1,0,1,0,0,209,209 B
G:/GCModeller/src/workbench/R#/gseakit/gseakit.vbproj,Utils/MapBackground.vb,146,10,14,122,1,0,0,4,0,6516,6.52 KB
G:/GCModeller/src/workbench/R#/gseakit/gseakit.vbproj,<project>,2717,595,279,1843,10,0,3,70,0,112982,112.98 KB
G:/GCModeller/src/workbench/R#/kb/kb.vbproj,mesh.vb,201,88,16,97,1,0,1,6,0,8663,8.66 KB
G:/GCModeller/src/workbench/R#/kb/kb.vbproj,pubmed.vb,204,49,23,132,1,0,1,9,0,8259,8.26 KB
G:/GCModeller/src/workbench/R#/kb/kb.vbproj,zzz.vb,11,0,3,8,1,0,1,0,0,210,210 B
G:/GCModeller/src/workbench/R#/kb/kb.vbproj,<project>,416,137,42,237,3,0,3,15,0,17132,17.13 KB
G:/GCModeller/src/workbench/R#/kegg_kit/kegg_kit.vbproj,activatorUtils.vb,102,8,12,82,1,0,0,5,0,3434,3.43 KB
G:/GCModeller/src/workbench/R#/kegg_kit/kegg_kit.vbproj,britekit.vb,279,50,32,197,1,0,1,9,0,11022,11.02 KB
G:/GCModeller/src/workbench/R#/kegg_kit/kegg_kit.vbproj,metabolism.vb,176,39,23,114,1,0,1,6,0,7294,7.29 KB
G:/GCModeller/src/workbench/R#/kegg_kit/kegg_kit.vbproj,network.vb,140,18,17,105,1,0,0,4,0,5920,5.92 KB
G:/GCModeller/src/workbench/R#/kegg_kit/kegg_kit.vbproj,profiles.vb,358,35,39,284,1,0,0,9,0,15407,15.41 KB
G:/GCModeller/src/workbench/R#/kegg_kit/kegg_kit.vbproj,report.vb,395,101,39,255,1,0,1,15,0,16467,16.47 KB
G:/GCModeller/src/workbench/R#/kegg_kit/kegg_kit.vbproj,repository.vb,923,160,92,671,2,0,1,36,0,39426,39.43 KB
G:/GCModeller/src/workbench/R#/kegg_kit/kegg_kit.vbproj,zzz.vb,12,0,3,9,1,0,1,0,0,237,237 B
G:/GCModeller/src/workbench/R#/kegg_kit/kegg_kit.vbproj,<project>,2385,411,257,1717,9,0,5,84,0,99207,99.21 KB
G:/GCModeller/src/workbench/R#/metagenomics_kit/metagenomics_kit.vbproj,BIOMkit.vb,135,21,14,100,1,0,1,4,0,5396,5.40 KB
G:/GCModeller/src/workbench/R#/metagenomics_kit/metagenomics_kit.vbproj,gast.vb,99,28,8,63,1,0,0,3,0,3945,3.94 KB
G:/GCModeller/src/workbench/R#/metagenomics_kit/metagenomics_kit.vbproj,HMP.vb,52,11,6,35,1,0,0,2,0,1913,1.91 KB
G:/GCModeller/src/workbench/R#/metagenomics_kit/metagenomics_kit.vbproj,Kmers.vb,959,116,146,697,1,0,1,35,0,41723,41.72 KB
G:/GCModeller/src/workbench/R#/metagenomics_kit/metagenomics_kit.vbproj,metaTraits.vb,108,2,17,89,1,0,1,5,0,5444,5.44 KB
G:/GCModeller/src/workbench/R#/metagenomics_kit/metagenomics_kit.vbproj,microbiomeKit.vb,442,81,54,307,1,0,1,15,0,18715,18.71 KB
G:/GCModeller/src/workbench/R#/metagenomics_kit/metagenomics_kit.vbproj,OTUTableTools.vb,656,104,103,449,1,0,1,24,0,25608,25.61 KB
G:/GCModeller/src/workbench/R#/metagenomics_kit/metagenomics_kit.vbproj,TaxonomyKit.vb,456,125,48,283,1,0,1,20,0,19488,19.49 KB
G:/GCModeller/src/workbench/R#/metagenomics_kit/metagenomics_kit.vbproj,zzz.vb,15,0,3,12,1,0,1,0,0,359,359 B
G:/GCModeller/src/workbench/R#/metagenomics_kit/metagenomics_kit.vbproj,<project>,2922,488,399,2035,9,0,7,108,0,122591,122.59 KB
G:/GCModeller/src/workbench/R#/phenotype_kit/phenotype_kit.vbproj,bnlearn.vb,145,8,26,111,1,0,0,7,0,6109,6.11 KB
G:/GCModeller/src/workbench/R#/phenotype_kit/phenotype_kit.vbproj,causal_modeling.vb,355,18,63,274,1,0,1,13,0,17162,17.16 KB
G:/GCModeller/src/workbench/R#/phenotype_kit/phenotype_kit.vbproj,geneExpression.vb,2199,560,233,1406,1,0,1,74,0,90294,90.29 KB
G:/GCModeller/src/workbench/R#/phenotype_kit/phenotype_kit.vbproj,IMMO.vb,249,19,39,191,1,0,0,5,0,11578,11.58 KB
G:/GCModeller/src/workbench/R#/phenotype_kit/phenotype_kit.vbproj,magnitude.vb,125,26,18,81,1,0,0,4,0,4404,4.40 KB
G:/GCModeller/src/workbench/R#/phenotype_kit/phenotype_kit.vbproj,mixOmics.vb,153,6,21,126,1,0,1,9,0,6801,6.80 KB
G:/GCModeller/src/workbench/R#/phenotype_kit/phenotype_kit.vbproj,MOFA.vb,196,11,29,156,1,0,0,4,0,7908,7.91 KB
G:/GCModeller/src/workbench/R#/phenotype_kit/phenotype_kit.vbproj,PFSNetAnalysis.vb,196,35,22,139,1,0,1,7,0,9048,9.05 KB
G:/GCModeller/src/workbench/R#/phenotype_kit/phenotype_kit.vbproj,sampleInfo.vb,535,75,73,387,1,0,1,16,0,21534,21.53 KB
G:/GCModeller/src/workbench/R#/phenotype_kit/phenotype_kit.vbproj,WGCNA.vb,288,106,30,152,1,0,0,10,0,13900,13.90 KB
G:/GCModeller/src/workbench/R#/phenotype_kit/phenotype_kit.vbproj,zzz.vb,13,0,3,10,1,0,1,0,0,279,279 B
G:/GCModeller/src/workbench/R#/phenotype_kit/phenotype_kit.vbproj,<project>,4454,864,557,3033,11,0,6,149,0,189017,189.02 KB
G:/GCModeller/src/workbench/R#/rnaseq/rnaseq.vbproj,AssembleResult.vb,49,0,11,38,1,0,1,3,0,1399,1.40 KB
G:/GCModeller/src/workbench/R#/rnaseq/rnaseq.vbproj,FastQ.vb,272,65,33,174,1,0,1,9,0,11324,11.32 KB
G:/GCModeller/src/workbench/R#/rnaseq/rnaseq.vbproj,QC.vb,78,13,14,51,1,0,0,4,0,3097,3.10 KB
G:/GCModeller/src/workbench/R#/rnaseq/rnaseq.vbproj,Quantification.vb,113,16,18,79,1,0,0,9,0,4668,4.67 KB
G:/GCModeller/src/workbench/R#/rnaseq/rnaseq.vbproj,zzz.vb,10,0,4,6,1,0,1,0,0,147,147 B
G:/GCModeller/src/workbench/R#/rnaseq/rnaseq.vbproj,<project>,522,94,80,348,5,0,3,25,0,20635,20.64 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,bifrost.vb,182,53,24,105,1,0,1,7,0,9450,9.45 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,Blast.vb,123,28,12,83,1,0,1,5,0,5251,5.25 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,Fasta.vb,974,168,120,686,1,0,1,32,0,39552,39.55 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,hmmer.vb,78,6,15,57,1,0,0,5,0,2681,2.68 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,kmersTools.vb,193,40,29,124,1,0,0,6,0,7522,7.52 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,patterns.vb,730,131,94,505,1,0,1,24,0,30296,30.30 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,PlasmidComparative.vb,82,5,6,71,1,0,0,4,0,4726,4.73 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,primers.vb,103,0,13,90,1,0,1,2,0,5470,5.47 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,proteinKit.vb,377,145,39,193,1,0,0,12,0,16666,16.67 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,zzz.vb,16,0,3,13,1,0,1,0,0,354,354 B
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,Annotations/blastPlus.vb,77,21,14,42,1,0,0,4,0,2570,2.57 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,Annotations/context.vb,413,60,56,297,1,0,1,15,0,17603,17.60 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,Annotations/genbankKit.vb,723,170,79,474,1,0,1,22,0,29271,29.27 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,Annotations/genomics.vb,258,43,32,183,1,0,0,15,0,9716,9.72 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,Annotations/snp.vb,21,0,3,18,1,0,0,1,0,844,844 B
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,Annotations/terms.vb,546,59,87,400,1,0,1,24,0,24878,24.88 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,Annotations/uniprot.vb,486,98,59,329,1,0,1,19,0,21168,21.17 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,Annotations/workflows.vb,616,83,67,466,1,0,2,17,0,28840,28.84 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,models/Enums.vb,23,6,2,15,2,0,0,0,0,447,447 B
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,models/UniProtTable.vb,141,0,10,131,1,0,0,4,0,7453,7.45 KB
G:/GCModeller/src/workbench/R#/seqtoolkit/seqtoolkit.vbproj,<project>,6162,1116,764,4282,21,0,12,218,0,264758,264.76 KB
G:/GCModeller/src/workbench/R#/TRNtoolkit/TRNtoolkit.vbproj,miRNA.vb,79,9,14,56,1,0,0,4,0,3304,3.30 KB
G:/GCModeller/src/workbench/R#/TRNtoolkit/TRNtoolkit.vbproj,Motifs.vb,66,5,10,51,1,0,1,5,0,2322,2.32 KB
G:/GCModeller/src/workbench/R#/TRNtoolkit/TRNtoolkit.vbproj,RegPrecise.vb,236,26,31,179,1,0,0,10,0,14522,14.52 KB
G:/GCModeller/src/workbench/R#/TRNtoolkit/TRNtoolkit.vbproj,TRNBuilder.vb,291,57,39,195,1,0,0,6,0,13503,13.50 KB
G:/GCModeller/src/workbench/R#/TRNtoolkit/TRNtoolkit.vbproj,WGCNA.vb,139,15,21,103,1,0,0,4,0,5714,5.71 KB
G:/GCModeller/src/workbench/R#/TRNtoolkit/TRNtoolkit.vbproj,zzz.vb,10,0,3,7,1,0,1,0,0,177,177 B
G:/GCModeller/src/workbench/R#/TRNtoolkit/TRNtoolkit.vbproj,<project>,821,112,118,591,6,0,2,29,0,39542,39.54 KB
G:/GCModeller/src/workbench/R#/visualkit/visualkit.vbproj,chromosome_map.vb,53,15,5,33,1,0,0,2,0,1997,2.00 KB
G:/GCModeller/src/workbench/R#/visualkit/visualkit.vbproj,synteny_visual.vb,3,0,1,2,1,0,0,0,0,35,35 B
G:/GCModeller/src/workbench/R#/visualkit/visualkit.vbproj,upsetPlot.vb,167,14,27,126,1,0,1,6,0,7203,7.20 KB
G:/GCModeller/src/workbench/R#/visualkit/visualkit.vbproj,visualPlot.vb,1079,178,94,807,1,0,2,19,0,51589,51.59 KB
