#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
"2 iron, 2 sulfur cluster binding",,GO:0051537,1,16,0.398923182763312,0.471242590164848,,,XC_1792
metallopeptidase activity,,GO:0008237,1,18,0.433937621907999,0.503766664513884,,,XC_3873
bacterial-type flagellum-dependent cell motility,,GO:0071973,1,20,0.466927263957055,0.535905155223438,,,XC_2245
metabolic process,,GO:0008152,3,70,0.475358808953248,0.539452131508742,,,XC_2332; XC_2943; XC_0204
transporter activity,,GO:0005215,1,21,0.482699370136083,0.541695959819382,,,XC_3859
serine-type endopeptidase activity,,GO:0004252,1,26,0.554876940272391,0.615852428214412,,,XC_2972
cell wall organization,,GO:0071555,1,27,0.568065014388551,0.623636591883083,,,XC_3873
transmembrane transport,,GO:0055085,2,61,0.708897859697944,0.76987832074723,,,XC_4058; XC_3859
magnesium ion binding,,GO:0000287,1,34,1,1.03589743589744,,,XC_3531
RNA binding,,GO:0003723,1,50,1,1.03589743589744,,,XC_2506
hydrolase activity,,GO:0016787,2,68,1,1.03589743589744,,,XC_2335; XC_2855
plasma membrane,,GO:0005886,4,160,1,1.03589743589744,,,XC_3530; XC_2333; XC_3897; XC_0820
catalytic activity,,GO:0003824,2,82,1,1.03589743589744,,,XC_0486; XC_2332
zinc ion binding,,GO:0008270,1,49,1,1.03589743589744,,,XC_3873
ATPase activity,,GO:0016887,1,38,1,1.03589743589744,,,XC_4059
DNA-binding transcription factor activity,,GO:0003700,2,95,1,1.03589743589744,,,XC_2281; XC_0486
