query_name,Length,cog_myva,COG_category,COG,description,Evalue,Identities,QueryLength,LengthQuery
XOCp0022,340,PM0849,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",2E-34,0.292307692307692,340,288
XOCp0022,340,jhp0474,NU,COG0630,"Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis",7E-33,0.292253521126761,340,249
XOCp0022,340,HP0525,NU,COG0630,"Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis",1E-32,0.285211267605634,340,249
XOCp0022,340,YPO0690,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",8E-31,0.289156626506024,340,289
XOCp0022,340,jhp1316,NU,COG0630,"Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis",3E-31,0.295180722891566,340,291
XOCp0022,340,mlr5602,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",2E-30,0.297872340425532,340,288
XOCp0022,340,RSc0652,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",2E-30,0.297872340425532,340,288
XOCp0022,340,HP1421,NU,COG0630,"Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis",2E-30,0.301204819277108,340,291
XOCp0022,340,mlr6397,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",6E-30,0.314024390243902,340,276
XOCp0022,340,RSp1085,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",9E-29,0.289230769230769,340,288
XOCp0022,340,SMa1568,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",3E-28,0.292035398230089,340,299
XOCp0022,340,mll9612,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",1E-28,0.289473684210526,340,300
XOCp0022,340,SMc02820,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",2E-27,0.292604501607717,340,275
XOCp0022,340,RSc2584,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",2E-27,0.325503355704698,340,255
XOCp0022,340,mll0895,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",4E-27,0.282208588957055,340,289
XOCp0022,340,AGc373,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",7E-27,0.291814946619217,340,245
XOCp0022,340,CC2942,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",4E-26,0.338582677165354,340,230
XOCp0022,340,AGpT89,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",2E-26,0.288343558282209,340,277
XOCp0022,340,PA4302,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",2E-24,0.301829268292683,340,290
XOCp0022,340,Ta0559,NU,COG0630,"Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis",5E-13,0.220735785953177,340,251
XOCp0022,340,MA3082,NU,COG0630,"Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis",7E-13,0.272300469483568,340,189
XOCp0022,340,APE1896,NU,COG0630,"Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis",2E-12,0.269406392694064,340,184
XOCp0022,340,VNG0949G,NU,COG0630,"Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis",3E-12,0.272321428571429,340,193
XOCp0022,340,MJ0900,NU,COG0630,"Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis",3E-12,0.257142857142857,340,187
XOCp0022,340,PH0650_1,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",1E-11,0.294545454545455,340,236
XOCp0022,340,PAB1457_1,U,COG4962,"Flp pilus assembly protein, ATPase CpaF",2E-11,0.277777777777778,340,236
XOCp0022,340,SSO2316,NU,COG0630,"Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis",7E-11,0.247311827956989,340,236
XOCp0023,406,mlr9259,U,COG2948,"Type IV secretory pathway, VirB10 components",2E-40,0.387096774193548,406,277
XOCp0023,406,CC2422,U,COG2948,"Type IV secretory pathway, VirB10 components",1E-36,0.394230769230769,406,206
XOCp0023,406,SMa1303,U,COG2948,"Type IV secretory pathway, VirB10 components",3E-31,0.341726618705036,406,271
XOCp0023,406,XFa0014,U,COG2948,"Type IV secretory pathway, VirB10 components",1E-27,0.285714285714286,406,214
XOCp0023,406,AGpT13,U,COG2948,"Type IV secretory pathway, VirB10 components",2E-25,0.263707571801567,406,349
XOCp0023,406,mlr6405,U,COG2948,"Type IV secretory pathway, VirB10 components",2E-23,0.331775700934579,406,211
XOCp0023,406,CC2685,U,COG2948,"Type IV secretory pathway, VirB10 components",1E-22,0.325342465753425,406,277
XOCp0023,406,XFa0040,U,COG2948,"Type IV secretory pathway, VirB10 components",2E-21,0.297959183673469,406,242
XOCp0023,406,XF2049,U,COG2948,"Type IV secretory pathway, VirB10 components",5E-21,0.301369863013699,406,217
XOCp0023,406,AGpT71,U,COG2948,"Type IV secretory pathway, VirB10 components",3E-20,0.276872964169381,406,305
XOCp0023,406,mll9603,U,COG2948,"Type IV secretory pathway, VirB10 components",3E-18,0.325688073394495,406,216
XOCp0024,260,RC0384,U,COG3504,"Type IV secretory pathway, VirB9 components",4E-45,0.34412955465587,260,243
XOCp0024,260,RP286,U,COG3504,"Type IV secretory pathway, VirB9 components",9E-44,0.336032388663968,260,243
XOCp0024,260,mlr9258,U,COG3504,"Type IV secretory pathway, VirB9 components",7E-40,0.351464435146443,260,238
XOCp0024,260,AGpA229,U,COG3504,"Type IV secretory pathway, VirB9 components",4E-31,0.315384615384615,260,253
XOCp0024,260,CC2421,U,COG3504,"Type IV secretory pathway, VirB9 components",3E-31,0.354066985645933,260,207
XOCp0024,260,XFa0013,U,COG3504,"Type IV secretory pathway, VirB9 components",5E-30,0.3046875,260,248
XOCp0024,260,SMa1306,U,COG3504,"Type IV secretory pathway, VirB9 components",2E-26,0.302127659574468,260,232
XOCp0024,260,RC0388,U,COG3504,"Type IV secretory pathway, VirB9 components",3E-26,0.352112676056338,260,142
XOCp0024,260,AGpT12,U,COG3504,"Type IV secretory pathway, VirB9 components",7E-24,0.28030303030303,260,263
XOCp0024,260,mlr6404,U,COG3504,"Type IV secretory pathway, VirB9 components",9E-16,0.269406392694064,260,213
XOCp0024,260,BMEII0033,U,COG3504,"Type IV secretory pathway, VirB9 components",2E-15,0.289719626168224,260,214
XOCp0024,260,CC2686,U,COG3504,"Type IV secretory pathway, VirB9 components",6E-14,0.275510204081633,260,192
XOCp0024,260,RSc2576,U,COG3504,"Type IV secretory pathway, VirB9 components",1E-13,0.25,260,206
XOCp0024,260,AGpT73,U,COG3504,"Type IV secretory pathway, VirB9 components",1E-12,0.278688524590164,260,171
XOCp0024,260,mll9604,U,COG3504,"Type IV secretory pathway, VirB9 components",3E-11,0.256038647342995,260,199
XOCp0024,260,XFa0042,U,COG3504,"Type IV secretory pathway, VirB9 components",2E-08,0.286407766990291,260,199
XOCp0024,260,XF2051,U,COG3504,"Type IV secretory pathway, VirB9 components",4E-08,0.286407766990291,260,199
XOCp0025,224,AGpT11,U,COG3736,"Type IV secretory pathway, component VirB8",2E-06,0.244565217391304,224,182
XOCp0026,288,AGpA226,U,COG3704,"Type IV secretory pathway, VirB6 components",3E-07,0.281368821292776,288,249
XOCp0026,288,SMa1311,U,COG3704,"Type IV secretory pathway, VirB6 components",9E-06,0.265957446808511,288,181
XOCp0027,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0028,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0029,221,BMEII0029,,,,1E-06,0.259615384615385,221,198
XOCp0030,889,RC0141,U,COG3451,"Type IV secretory pathway, VirB4 components",2E-117,0.311778290993072,889,783
XOCp0030,889,RP103,U,COG3451,"Type IV secretory pathway, VirB4 components",3E-117,0.310265282583622,889,785
XOCp0030,889,CC2419,U,COG3451,"Type IV secretory pathway, VirB4 components",5E-116,0.311265969802555,889,771
XOCp0030,889,AGpA223,U,COG3451,"Type IV secretory pathway, VirB4 components",3E-97,0.285714285714286,889,791
XOCp0030,889,mlr9251,U,COG3451,"Type IV secretory pathway, VirB4 components",5E-96,0.288329519450801,889,782
XOCp0030,889,SMa1315,U,COG3451,"Type IV secretory pathway, VirB4 components",2E-90,0.283391405342625,889,780
XOCp0030,889,XFa0007,U,COG3451,"Type IV secretory pathway, VirB4 components",4E-88,0.274465691788526,889,799
XOCp0030,889,BMEII0028,U,COG3451,"Type IV secretory pathway, VirB4 components",4E-71,0.253409090909091,889,809
XOCp0030,889,AGpT8,U,COG3451,"Type IV secretory pathway, VirB4 components",2E-63,0.246207701283547,889,768
XOCp0030,889,RC1217,U,COG3451,"Type IV secretory pathway, VirB4 components",5E-43,0.224235560588901,889,792
XOCp0030,889,RP784,U,COG3451,"Type IV secretory pathway, VirB4 components",4E-41,0.217687074829932,889,792
XOCp0030,889,jhp0492,U,COG3451,"Type IV secretory pathway, VirB4 components",4E-27,0.211920529801325,889,796
XOCp0030,889,HP0544,U,COG3451,"Type IV secretory pathway, VirB4 components",4E-25,0.208609271523179,889,796
XOCp0030,889,HP0441,U,COG3451,"Type IV secretory pathway, VirB4 components",4E-19,0.22680412371134,889,462
XOCp0030,889,mlr6400,U,COG3451,"Type IV secretory pathway, VirB4 components",6E-19,0.226788432267884,889,623
XOCp0030,889,RSc2581,U,COG3451,"Type IV secretory pathway, VirB4 components",2E-18,0.217462932454695,889,585
XOCp0031,99,CC2418,U,COG3702,"Type IV secretory pathway, VirB3 components",3E-10,0.344444444444444,99,88
XOCp0032,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0033,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0034,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0035,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0036,216,YPMT1.70,L,COG1961,"Site-specific recombinases, DNA invertase Pin homologs",8E-29,0.386473429951691,216,201
XOCp0036,216,AGl1981,L,COG1961,"Site-specific recombinases, DNA invertase Pin homologs",5E-26,0.348717948717949,216,195
XOCp0036,216,Z3622,L,COG1961,"Site-specific recombinases, DNA invertase Pin homologs",6E-25,0.384146341463415,216,162
XOCp0036,216,ECs3240,L,COG1961,"Site-specific recombinases, DNA invertase Pin homologs",6E-25,0.384146341463415,216,162
XOCp0036,216,SMc02287,L,COG1961,"Site-specific recombinases, DNA invertase Pin homologs",6E-14,0.326424870466321,216,175
XOCp0036,216,pli0059,L,COG1961,"Site-specific recombinases, DNA invertase Pin homologs",2E-13,0.277227722772277,216,191
XOCp0036,216,PSLT045,L,COG1961,"Site-specific recombinases, DNA invertase Pin homologs",3E-11,0.35195530726257,216,157
XOCp0036,216,mlr6326,L,COG1961,"Site-specific recombinases, DNA invertase Pin homologs",1E-10,0.345911949685535,216,137
XOCp0036,216,mlr4033,L,COG1961,"Site-specific recombinases, DNA invertase Pin homologs",2E-10,0.345549738219895,216,169
XOCp0036,216,SAP015_2,L,COG1961,"Site-specific recombinases, DNA invertase Pin homologs",8E-10,0.25,216,154
XOCp0036,216,BMEI0901,L,COG1961,"Site-specific recombinases, DNA invertase Pin homologs",1E-09,0.301369863013699,216,132
XOCp0036,216,DRC0005,L,COG1961,"Site-specific recombinases, DNA invertase Pin homologs",5E-07,0.301282051282051,216,135
XOCp0036,216,XFa0019,L,COG1961,"Site-specific recombinases, DNA invertase Pin homologs",8E-07,0.282051282051282,216,174
XOCp0037,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0038,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0039,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0040,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0041,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0042,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0043,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0044,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0045,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0046,409,CC2721,MU,COG1538,Outer membrane protein,2E-27,0.311855670103093,409,374
XOCp0046,409,CC2388,MU,COG1538,Outer membrane protein,2E-23,0.311750599520384,409,401
XOCp0046,409,PA2522,MU,COG1538,Outer membrane protein,3E-22,0.292565947242206,409,386
XOCp0046,409,RSp0491,MU,COG1538,Outer membrane protein,3E-15,0.287128712871287,409,390
XOCp0046,409,RSp0528,MU,COG1538,Outer membrane protein,1E-08,0.276041666666667,409,372
XOCp0047,413,CC2389,M,COG0845,Membrane-fusion protein,2E-126,0.484184914841849,413,407
XOCp0047,413,all7619,M,COG0845,Membrane-fusion protein,3E-07,0.255924170616114,413,207
XOCp0048,1043,CC2390,P,COG3696,Putative silver efflux pump,0,0.692011549566891,1043,1039
XOCp0048,1043,PA2520,P,COG3696,Putative silver efflux pump,0,0.612810707456979,1043,1046
XOCp0048,1043,RSp0493,P,COG3696,Putative silver efflux pump,0,0.602870813397129,1043,1037
XOCp0048,1043,CC2724,P,COG3696,Putative silver efflux pump,0,0.538676607642125,1043,1072
XOCp0048,1043,aq_469,P,COG3696,Putative silver efflux pump,0,0.384763741562199,1043,1015
XOCp0048,1043,RSp0530,P,COG3696,Putative silver efflux pump,0,0.412818096135721,1043,1049
XOCp0048,1043,ZybdE,P,COG3696,Putative silver efflux pump,0,0.365275142314991,1043,1040
XOCp0048,1043,ECs0613,P,COG3696,Putative silver efflux pump,0,0.365275142314991,1043,1040
XOCp0048,1043,ybdE,P,COG3696,Putative silver efflux pump,0,0.36303317535545,1043,1042
XOCp0048,1043,RSp1040,P,COG3696,Putative silver efflux pump,0,0.364073006724304,1043,1015
XOCp0048,1043,jhp0903,P,COG3696,Putative silver efflux pump,0,0.357142857142857,1043,998
XOCp0048,1043,HP0969,P,COG3696,Putative silver efflux pump,0,0.35812133072407,1043,998
XOCp0048,1043,RSp0928,P,COG3696,Putative silver efflux pump,0,0.369070208728653,1043,1042
XOCp0048,1043,all7618,P,COG3696,Putative silver efflux pump,0,0.352657004830918,1043,1019
XOCp0048,1043,slr0794,P,COG3696,Putative silver efflux pump,9E-178,0.330426356589147,1043,1016
XOCp0048,1043,aq_1122,P,COG3696,Putative silver efflux pump,5E-171,0.306828811973807,1043,1039
XOCp0048,1043,all7631,P,COG3696,Putative silver efflux pump,4E-167,0.328833172613308,1043,1013
XOCp0048,1043,HP1329,P,COG3696,Putative silver efflux pump,1E-141,0.287203791469194,1043,1033
XOCp0048,1043,jhp1249,P,COG3696,Putative silver efflux pump,2E-141,0.290476190476191,1043,1028
XOCp0048,1043,SMa0875,V,COG0841,Cation/multidrug efflux pump,4E-90,0.248106060606061,1043,1010
XOCp0048,1043,aq_786,V,COG0841,Cation/multidrug efflux pump,4E-88,0.261627906976744,1043,984
XOCp0048,1043,FN1275,V,COG0841,Cation/multidrug efflux pump,5E-87,0.254707631318137,1043,961
XOCp0048,1043,CC3197,V,COG0841,Cation/multidrug efflux pump,2E-86,0.27783155856728,1043,988
XOCp0048,1043,AGl494,V,COG0841,Cation/multidrug efflux pump,6E-86,0.259433962264151,1043,1015
XOCp0048,1043,RSp1597,V,COG0841,Cation/multidrug efflux pump,9E-83,0.269811320754717,1043,1006
XOCp0048,1043,mll1426,V,COG0841,Cation/multidrug efflux pump,1E-79,0.249278152069297,1043,1001
XOCp0048,1043,SA2056,V,COG0841,Cation/multidrug efflux pump,7E-79,0.226937269372694,1043,1045
XOCp0048,1043,VC0914,V,COG0841,Cation/multidrug efflux pump,3E-78,0.258126195028681,1043,997
XOCp0048,1043,BMEI1629,V,COG0841,Cation/multidrug efflux pump,8E-78,0.261770244821092,1043,1017
XOCp0048,1043,RC0211,V,COG0841,Cation/multidrug efflux pump,1E-77,0.238141335914811,1043,992
XOCp0048,1043,FN0474,V,COG0841,Cation/multidrug efflux pump,3E-77,0.23489932885906,1043,995
XOCp0048,1043,all3143,V,COG0841,Cation/multidrug efflux pump,5E-75,0.255836575875486,1043,999
XOCp0048,1043,XF2094,V,COG0841,Cation/multidrug efflux pump,2E-74,0.261611374407583,1043,1018
XOCp0048,1043,Cj0366c,V,COG0841,Cation/multidrug efflux pump,1E-73,0.251630941286114,1043,1012
XOCp0048,1043,BMEI1645,V,COG0841,Cation/multidrug efflux pump,2E-73,0.260623229461756,1043,990
XOCp0048,1043,alr5294,V,COG0841,Cation/multidrug efflux pump,4E-73,0.245871559633028,1043,1041
XOCp0048,1043,mll7357,V,COG0841,Cation/multidrug efflux pump,8E-73,0.270813397129187,1043,1005
XOCp0048,1043,VC0164,V,COG0841,Cation/multidrug efflux pump,1E-72,0.252408477842004,1043,982
XOCp0048,1043,PA2018,V,COG0841,Cation/multidrug efflux pump,2E-72,0.264650283553875,1043,1012
XOCp0048,1043,XF2385,V,COG0841,Cation/multidrug efflux pump,8E-72,0.257731958762887,1043,1034
XOCp0048,1043,RP170,V,COG0841,Cation/multidrug efflux pump,7E-72,0.23320537428023,1043,993
XOCp0048,1043,AGl3217,V,COG0841,Cation/multidrug efflux pump,1E-71,0.268571428571429,1043,1000
XOCp0048,1043,RSp1199,V,COG0841,Cation/multidrug efflux pump,3E-71,0.253371868978805,1043,991
XOCp0048,1043,acrD,V,COG0841,Cation/multidrug efflux pump,4E-71,0.257547169811321,1043,1016
XOCp0048,1043,ECs3332,V,COG0841,Cation/multidrug efflux pump,5E-71,0.256603773584906,1043,1016
XOCp0048,1043,RSc0010,V,COG0841,Cation/multidrug efflux pump,6E-71,0.268571428571429,1043,1001
XOCp0048,1043,YPO2849,V,COG0841,Cation/multidrug efflux pump,8E-71,0.237911025145068,1043,986
XOCp0048,1043,ZacrD,V,COG0841,Cation/multidrug efflux pump,1E-70,0.256603773584906,1043,1016
XOCp0048,1043,CC3120,V,COG0841,Cation/multidrug efflux pump,8E-70,0.260247855100095,1043,1009
XOCp0048,1043,RSp1198,V,COG0841,Cation/multidrug efflux pump,9E-70,0.255238095238095,1043,1004
XOCp0048,1043,sll0142,V,COG0841,Cation/multidrug efflux pump,1E-69,0.249056603773585,1043,1027
XOCp0048,1043,AGl3088,V,COG0841,Cation/multidrug efflux pump,3E-69,0.238416988416988,1043,992
XOCp0048,1043,BH3816,V,COG0841,Cation/multidrug efflux pump,5E-69,0.25,1043,993
XOCp0048,1043,YPO2848,V,COG0841,Cation/multidrug efflux pump,1E-68,0.252601702932829,1043,1009
XOCp0048,1043,BB0140,V,COG0841,Cation/multidrug efflux pump,1E-68,0.24671669793621,1043,1015
XOCp0048,1043,YPO3043,V,COG0841,Cation/multidrug efflux pump,5E-68,0.253320683111954,1043,1016
XOCp0048,1043,STM2481,V,COG0841,Cation/multidrug efflux pump,7E-68,0.257249766136576,1043,1016
XOCp0048,1043,alr1656,V,COG0841,Cation/multidrug efflux pump,1E-67,0.245229007633588,1043,1012
XOCp0048,1043,PA1436,V,COG0841,Cation/multidrug efflux pump,2E-67,0.261252446183953,1043,985
XOCp0048,1043,ZyegN,V,COG0841,Cation/multidrug efflux pump,2E-67,0.258095238095238,1043,1010
XOCp0048,1043,ECs2883,V,COG0841,Cation/multidrug efflux pump,2E-67,0.258095238095238,1043,1010
XOCp0048,1043,PA0158,V,COG0841,Cation/multidrug efflux pump,3E-67,0.261032863849765,1043,999
XOCp0048,1043,VC1673,V,COG0841,Cation/multidrug efflux pump,4E-67,0.252641690682037,1043,999
XOCp0048,1043,yegN,V,COG0841,Cation/multidrug efflux pump,4E-67,0.258095238095238,1043,1010
XOCp0048,1043,AGc3721,V,COG0841,Cation/multidrug efflux pump,1E-66,0.248560460652591,1043,991
XOCp0048,1043,slr2131,V,COG0841,Cation/multidrug efflux pump,3E-66,0.255882352941176,1043,998
XOCp0048,1043,SMc02867,V,COG0841,Cation/multidrug efflux pump,6E-66,0.253346080305927,1043,1001
XOCp0048,1043,AGc4340,V,COG0841,Cation/multidrug efflux pump,2E-65,0.253802281368821,1043,1011
XOCp0048,1043,mll6730,V,COG0841,Cation/multidrug efflux pump,2E-65,0.25922421948912,1043,1020
XOCp0048,1043,RSc3205,V,COG0841,Cation/multidrug efflux pump,2E-65,0.25187265917603,1043,1016
XOCp0048,1043,PA4207,V,COG0841,Cation/multidrug efflux pump,4E-65,0.263821532492726,1043,976
XOCp0048,1043,ZyegO,V,COG0841,Cation/multidrug efflux pump,8E-65,0.24735322425409,1043,996
XOCp0048,1043,ECs2884,V,COG0841,Cation/multidrug efflux pump,2E-64,0.24735322425409,1043,996
XOCp0048,1043,PM1132,V,COG0841,Cation/multidrug efflux pump,2E-64,0.2421875,1043,980
XOCp0048,1043,yegO,V,COG0841,Cation/multidrug efflux pump,4E-64,0.246390760346487,1043,996
XOCp0048,1043,YPO3482,V,COG0841,Cation/multidrug efflux pump,4E-64,0.268939393939394,1043,1013
XOCp0048,1043,PA4375,V,COG0841,Cation/multidrug efflux pump,6E-64,0.254510921177588,1043,1003
XOCp0048,1043,BMEII0473,V,COG0841,Cation/multidrug efflux pump,1E-63,0.240112994350282,1043,1006
