proj,files,totalLines,commentLines,blankLines,lineOfCodes,class,property,method,functions,operator,size(bytes),size
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,My Project/Settings.Designer.vb,74,9,12,53,2,2,1,0,0,3071,3.07 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,PICRUSt/ko_13_5_precalculated.vb,66,19,9,38,1,4,1,1,0,2263,2.26 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,PICRUSt/MetaBinaryReader.vb,261,37,52,172,1,1,4,10,0,9530,9.53 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,PICRUSt/MetaBinaryWriter.vb,259,44,47,168,1,0,7,1,0,9803,9.80 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,PICRUSt/PredictMetagenome.vb,179,53,28,98,1,0,1,3,0,8507,8.51 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,VFDB/Extensions.vb,75,0,10,65,1,0,0,4,0,3369,3.37 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,VFDB/VFDBInfo.vb,21,3,3,15,1,11,0,0,0,621,621 B
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,VFDB/VFs.vb,66,3,13,50,1,8,0,3,0,2408,2.41 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/Export.vb,55,1,11,43,1,0,0,1,0,2554,2.55 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/ModelLoader.vb,305,49,53,203,1,3,5,2,0,12843,12.84 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/PredictionResult.vb,8,0,1,7,1,0,0,0,0,139,139 B
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/ReportJSON.vb,20,0,5,15,1,10,0,0,0,667,667 B
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/Models/GenomeSample.vb,152,60,28,64,2,13,1,3,0,5956,5.96 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/Models/PhenotypeModel.vb,206,63,32,111,3,15,0,6,0,7433,7.43 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/Models/PhyloTreeNode.vb,121,39,21,61,1,11,2,4,0,4426,4.43 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/Modules/CrossValidation.vb,263,76,46,141,1,0,1,6,0,10683,10.68 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/Modules/DataFusion.vb,210,74,28,108,1,0,1,4,0,9046,9.05 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/Modules/EnsembleVoting.vb,274,69,52,153,3,9,0,5,0,11386,11.39 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/Modules/FeatureSelection.vb,308,77,53,178,3,6,1,4,0,13179,13.18 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/Modules/GenomeAnnotation.vb,325,102,39,184,1,0,2,8,0,15655,15.65 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/Modules/ModelEvaluation.vb,256,59,36,161,3,8,0,5,0,11946,11.95 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/Modules/PhylogenyAncestral.vb,453,123,57,273,2,0,6,7,0,20099,20.10 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/Modules/SVMClassifier.vb,442,134,56,252,3,5,3,7,0,17347,17.35 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/Utils/FileParser.vb,586,92,91,403,1,0,0,13,0,24918,24.92 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,metaTraits/Traitar/Utils/MathUtils.vb,404,142,48,214,1,0,2,24,0,14823,14.82 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/MetaFunction.vbproj,<project>,5965,1462,911,3592,49,164,40,137,0,244411,244.41 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/test/test.vbproj,metaTraitsTest.vb,14,0,4,10,1,0,1,0,0,531,531 B
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/test/test.vbproj,Program.vb,41,0,11,30,1,0,3,0,0,1464,1.46 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/test/test.vbproj,TraitarTest.vb,420,84,55,281,3,11,4,1,0,20002,20.00 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/MetaFunction/test/test.vbproj,<project>,475,84,70,321,5,11,8,1,0,21997,22.00 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,BatchMerge.vb,34,0,4,30,1,0,0,1,0,1340,1.34 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,DataAnalysis/ACE.vb,100,3,18,79,1,0,0,9,0,3521,3.52 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,DataAnalysis/Enterotype.vb,100,9,12,79,1,0,0,4,0,4290,4.29 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,DataAnalysis/RankAbundance.vb,123,27,12,84,1,0,0,3,0,5578,5.58 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,DataAnalysis/RankLevelView.vb,110,16,14,80,1,4,0,5,0,4264,4.26 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,DataAnalysis/RelativeStatics.vb,178,38,14,126,1,0,0,8,0,8206,8.21 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,DataAnalysis/UniFrac.vb,82,22,18,42,3,2,1,2,0,2925,2.92 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,DataAnalysis/ZetaDiversity.vb,1387,495,219,673,4,34,0,27,0,60296,60.30 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/AbundanceEstimate.vb,209,55,32,122,1,0,2,8,0,10051,10.05 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/BloomDatabase.vb,148,24,25,99,2,0,2,3,0,7274,7.27 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/Docs.Designer.vb,77,26,10,41,1,3,1,0,0,3335,3.33 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/Extensions.vb,29,7,4,18,1,0,0,1,0,1220,1.22 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/KmerBackground.vb,86,1,20,65,1,3,2,1,0,3568,3.57 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/KmerBloomFilter.vb,225,23,43,159,1,0,2,6,0,9192,9.19 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/KmerFilter.vb,53,10,10,33,1,2,0,2,0,1598,1.60 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/KmerHashIndexFilter.vb,81,9,16,56,1,0,1,3,0,3151,3.15 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/KmerMemory.vb,84,0,17,67,1,1,3,4,0,3041,3.04 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/PriorProbabilityBuilder.vb,195,44,38,113,1,0,2,4,0,11049,11.05 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/SequenceCollection.vb,93,14,17,62,1,0,2,3,0,3425,3.42 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/ShardingReader.vb,162,21,30,111,1,1,3,6,0,5982,5.98 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/ShardingWriter.vb,211,31,36,144,1,0,9,2,0,7942,7.94 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,OTUTable/BIOM.vb,242,33,31,178,1,0,0,7,0,8985,8.98 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,OTUTable/BIOMExtensions.vb,95,7,14,74,1,0,0,3,0,3596,3.60 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,OTUTable/CoreMicrobiomeCalculator.vb,139,27,26,86,1,0,1,3,0,6192,6.19 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,OTUTable/ITaxonomyAbundance.vb,26,3,9,14,3,6,0,0,0,749,749 B
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,OTUTable/OTU.vb,202,15,17,170,1,0,0,5,0,8527,8.53 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,OTUTable/OTUCosineComparer.vb,40,0,9,31,1,1,1,2,0,1275,1.27 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,OTUTable/OTUTable.vb,161,47,15,99,1,2,2,5,0,6198,6.20 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,OTUTable/OTUTableBuilder.vb,159,11,23,125,1,0,0,5,0,6643,6.64 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,SILVA/SILVABuild.vb,31,7,4,20,1,0,0,1,0,1061,1.06 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/MeganImports.vb,67,10,13,44,1,3,0,4,0,2298,2.30 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/MetagenomicsBenchmark.vb,195,56,34,105,2,8,1,4,0,8121,8.12 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,UPGMATree/Taxa.vb,65,16,9,40,1,2,2,1,0,2225,2.23 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,UPGMATree/TreeDrawer.vb,219,40,39,140,2,5,5,2,0,8642,8.64 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,UPGMATree/UPGMATree.vb,137,12,22,103,1,0,1,5,0,5912,5.91 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,UPGMATree/Value.vb,14,0,4,10,1,2,0,1,0,306,306 B
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/Classifier/Classifier.vb,102,19,17,66,1,0,3,1,0,3763,3.76 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/Classifier/SequenceHit.vb,31,0,7,24,1,5,2,1,0,842,842 B
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/Drivers/DatabaseReader.vb,16,4,4,8,1,1,0,3,0,538,538 B
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/Drivers/DatabaseWriter.vb,25,10,5,10,1,0,3,1,0,791,791 B
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/Kraken2/Bracken.vb,37,3,7,27,1,8,0,2,0,1326,1.33 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/Kraken2/KrakenOutputRecord.vb,124,38,16,70,1,8,1,4,0,5415,5.42 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/Kraken2/KrakenParser.vb,84,14,15,55,1,0,0,2,0,3632,3.63 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/Kraken2/KrakenReportRecord.vb,80,42,9,29,1,7,0,3,0,3305,3.31 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/Kraken2/KrakenReportTree.vb,100,18,18,64,2,0,2,3,0,4406,4.41 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/Kraken2/ReportFilter.vb,119,35,18,66,1,0,1,2,0,6290,6.29 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/BEBaC/3-mer.vb,186,27,31,128,2,1,1,3,0,5034,5.03 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/BEBaC/CrudeClustering.vb,61,45,5,11,1,0,0,2,0,3004,3.00 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/BEBaC/Model.vb,30,0,6,24,2,4,0,1,0,897,897 B
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/BEBaC/PosteriorProbability.vb,63,26,9,28,1,0,0,4,0,2384,2.38 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/gast/ARGV.vb,142,88,7,47,1,17,1,1,0,5569,5.57 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/gast/Gast.vb,528,152,101,275,1,3,1,4,0,24187,24.19 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/gast/gast_tools.vb,249,22,45,182,1,0,0,7,0,10110,10.11 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/gast/Models.vb,75,26,8,41,2,19,0,2,0,2709,2.71 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/gast/subs.vb,28,3,5,20,1,0,1,0,0,865,865 B
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/gast/Taxonomy.vb,249,80,32,137,1,2,5,6,0,8636,8.64 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/greengenes/Extensions.vb,148,33,14,101,1,0,0,3,0,6332,6.33 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/greengenes/otu_taxonomy.vb,59,11,9,39,1,2,0,4,0,2062,2.06 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/Mothur/Extensions.vb,35,0,3,32,1,0,0,1,0,1336,1.34 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/Mothur/MothurRankTree.vb,130,7,23,100,2,9,1,3,0,4376,4.38 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/Mothur/SILVA_OTU.vb,76,18,8,50,1,0,0,3,0,2920,2.92 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/Classifier/Database/KmersDatabase.vb,100,22,21,57,1,1,3,4,0,3983,3.98 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/Classifier/Database/KmerSeed.vb,83,35,14,34,3,12,0,3,0,2454,2.45 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Kmers/Classifier/Database/KmerWriter.vb,235,39,42,154,1,0,7,6,0,9884,9.88 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/gast/TaxonomyTree/TaxonomyConsensus.vb,138,19,29,90,1,0,0,1,0,5680,5.68 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/gast/TaxonomyTree/TaxonomySort.vb,32,0,7,25,1,3,0,1,0,852,852 B
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/gast/TaxonomyTree/TaxonomyTree.vb,86,15,17,54,1,5,3,4,0,3004,3.00 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/gast/TaxonomyTree/TreeBuilder.vb,98,9,17,72,1,0,1,1,0,3777,3.78 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,Tools/gast/TaxonomyTree/TreePopulator.vb,33,0,6,27,1,0,0,2,0,1063,1.06 KB
G:/GCModeller/src/GCModeller/analysis/Metagenome/Metagenome/Metagenome.NET5.vbproj,<project>,9141,2019,1453,5669,86,186,79,238,0,373404,373.40 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,DEGDesigner.vb,472,66,57,349,7,3,4,10,0,19100,19.10 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,DEGProfiling.vb,85,14,12,59,1,0,0,3,0,3322,3.32 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,OmicsScatter2D.vb,159,19,12,128,1,0,0,2,0,6779,6.78 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,PolarScalePlot.vb,28,11,5,12,1,0,0,1,0,960,960 B
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,Type.vb,14,9,0,5,1,0,0,0,0,259,259 B
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,CausalModeling/CausalModel.vb,87,5,17,65,3,7,2,5,0,3337,3.34 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,CausalModeling/LatentDefinition.vb,122,44,16,62,1,4,1,2,0,5571,5.57 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,CausalModeling/LatentSymbol.vb,54,0,9,45,1,3,0,4,0,2174,2.17 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,CausalModeling/MeasurementModels.vb,29,23,1,5,1,0,0,0,0,911,911 B
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,CausalModeling/PathCoefficient.vb,371,124,33,214,4,26,0,12,0,15292,15.29 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,CausalModeling/PLSPM.vb,819,86,95,638,3,25,4,5,0,34150,34.15 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,CausalModeling/ResultModels.vb,117,54,11,52,2,11,0,3,0,4766,4.77 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,CausalModeling/SEM.vb,724,110,91,523,3,29,5,10,0,30200,30.20 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,CausalModeling/Statistics.vb,394,48,42,304,2,9,0,18,0,13616,13.62 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,Correlation/CorrelationComputation.vb,1089,285,152,652,9,0,0,30,0,41660,41.66 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,Correlation/CrossCorrelationCalculator.vb,153,36,22,95,2,0,0,6,0,6397,6.40 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,Correlation/MIC.vb,541,134,81,326,3,0,0,13,0,20485,20.48 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,Correlation/SpearmanMIC.vb,361,113,37,211,5,0,0,4,0,16393,16.39 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,Data/DataSimulation.vb,70,11,11,48,1,0,0,1,0,2854,2.85 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,Enrichment/DAVID.vb,104,5,15,84,2,14,0,4,0,4542,4.54 KB
G:/GCModeller/src/GCModeller/analysis/Microarray/Microarray.NET5.vbproj,Enrichment/GSEA.vb,66,14,5,47,1,0,0,4,0,2785,2.79 KB
