proj,files,totalLines,commentLines,blankLines,lineOfCodes,class,property,method,functions,operator,size(bytes),size
E:\GCModeller\src\repository\Bio.Repository\repository.NET5.vbproj,Bio.Repository\UniProt\HdsStream.vb,3,0,1,2,1,0,0,0,0,37,37 B
E:\GCModeller\src\repository\Bio.Repository\repository.NET5.vbproj,<project>,3164,477,472,2215,45,30,61,119,0,125751,125.75 KB
E:\GCModeller\src\repository\graphquery\kegg\src\kegg_api\kegg_api.vbproj,kegg_api\parser.vb,138,40,16,82,1,0,0,2,0,7150,7.15 KB
E:\GCModeller\src\repository\graphquery\kegg\src\kegg_api\kegg_api.vbproj,kegg_api\zzz.vb,10,0,4,6,1,0,1,0,0,147,147 B
E:\GCModeller\src\repository\graphquery\kegg\src\kegg_api\kegg_api.vbproj,kegg_api\Html\ParseMap.vb,162,12,28,122,1,0,0,6,0,6414,6.41 KB
E:\GCModeller\src\repository\graphquery\kegg\src\kegg_api\kegg_api.vbproj,kegg_api\Html\WebQuery.vb,82,3,13,66,1,1,2,4,0,3056,3.06 KB
E:\GCModeller\src\repository\graphquery\kegg\src\kegg_api\kegg_api.vbproj,<project>,392,55,61,276,4,1,3,12,0,16767,16.77 KB
E:\GCModeller\src\repository\HMP_client\HMP_client.NET5.vbproj,HMP_client\Download.vb,65,8,9,48,1,0,0,3,0,2310,2.31 KB
E:\GCModeller\src\repository\HMP_client\HMP_client.NET5.vbproj,HMP_client\manifest.vb,62,8,8,46,1,7,0,2,0,2014,2.01 KB
E:\GCModeller\src\repository\HMP_client\HMP_client.NET5.vbproj,HMP_client\metadata.vb,43,12,4,27,1,17,0,1,0,1576,1.58 KB
E:\GCModeller\src\repository\HMP_client\HMP_client.NET5.vbproj,HMP_client\My Project\Application.Designer.vb,12,9,1,2,0,0,0,0,0,434,434 B
E:\GCModeller\src\repository\HMP_client\HMP_client.NET5.vbproj,HMP_client\My Project\AssemblyInfo.vb,36,15,6,15,0,0,0,0,0,1201,1.20 KB
E:\GCModeller\src\repository\HMP_client\HMP_client.NET5.vbproj,HMP_client\My Project\Resources.Designer.vb,63,23,8,32,1,2,0,0,0,2804,2.80 KB
E:\GCModeller\src\repository\HMP_client\HMP_client.NET5.vbproj,HMP_client\My Project\Settings.Designer.vb,75,9,13,53,2,2,1,0,0,3054,3.05 KB
E:\GCModeller\src\repository\HMP_client\HMP_client.NET5.vbproj,<project>,356,84,49,223,6,28,1,6,0,13393,13.39 KB
../src/repository/,<root>,7824,1232,1164,5428,110,118,130,274,0,311822,311.82 KB
