# Significance matrix: 1=significant, 0=not significant
# Metric: Significance
# Genes: 495, Conditions: 6
Gene,sigH_Knockout,yceF_Knockout,srfAA_Overexpression,thrC_Overexpression,lutR_Knockdown,ytrJ_Knockdown
qoxB,0,0,0,0,0,0
qoxC,0,0,0,0,0,0
qoxD,0,0,0,0,0,0
qoxE,0,0,0,0,0,0
qoxF,0,0,0,0,0,0
recA,0,0,0,0,0,0
recB,0,0,0,0,0,0
recC,0,0,0,0,0,0
recD,0,0,0,0,0,0
recE,0,0,0,0,0,0
recF,0,0,0,0,0,0
recG,0,0,0,0,0,0
rocD,0,0,0,0,0,0
rocR,0,0,0,0,0,0
rodA,0,0,0,0,0,0
rplA,0,0,0,0,0,0
rplB,0,0,0,0,0,0
rplC,0,0,0,0,0,0
rplD,0,0,0,0,0,0
rplE,0,0,0,0,0,0
rpoA,0,0,0,0,0,0
rpoB,0,0,0,0,0,0
rpoC,0,0,0,0,0,0
rpoD,0,0,0,0,0,0
rpoE,0,0,0,0,0,0
rpsA,0,0,0,0,0,0
rpsB,0,0,0,0,0,0
rpsC,0,0,0,0,0,0
rpsD,0,0,0,0,0,0
rpsE,0,0,0,0,0,0
sdhA,0,0,0,0,0,0
sdhB,0,0,0,0,0,0
sdhC,0,0,0,0,0,0
sdhD,0,0,0,0,0,0
secA,0,0,0,0,0,0
secD,0,0,0,0,0,0
secE,0,0,0,0,0,0
secF,0,0,0,0,0,0
secG,0,0,0,0,0,0
secY,0,0,0,0,0,0
sfp,0,0,0,0,0,0
sigA,0,0,0,0,0,0
sigB,0,0,0,0,0,0
sigE,0,0,0,0,0,0
sigF,0,0,0,0,0,0
sigG,0,0,0,0,0,0
sigH,0,0,0,0,0,0
sinI,0,0,0,0,0,0
sinR,0,0,0,0,0,0
sipS,0,0,0,0,0,0
sipT,0,0,0,0,0,0
sipU,0,0,0,0,0,0
sipV,0,0,0,0,0,0
sipW,0,0,0,0,0,0
slrA,0,0,0,0,0,0
sodA,0,0,0,0,0,0
sodF,0,0,0,0,0,0
spo0A,0,0,0,0,0,0
spo0B,0,0,0,0,0,0
spo0E,0,0,0,0,0,0
spo0F,0,0,0,0,0,0
spoVG,0,0,0,0,0,0
spx,0,0,0,0,0,0
srfA,0,0,0,0,0,0
srfAA,1,1,1,1,1,1
srfAB,0,0,0,0,0,0
srfAC,0,0,0,0,0,0
srfAD,0,0,0,0,0,0
sucA,0,0,0,0,0,0
sucB,0,0,0,0,0,0
sucC,0,0,0,0,0,0
sucD,0,0,0,0,0,0
tagA,0,0,0,0,0,0
tagB,0,0,0,0,0,0
tagC,0,0,0,0,0,0
tagD,0,0,0,0,0,0
tagE,0,0,0,0,0,0
tagF,0,0,0,0,0,0
tagO,0,0,0,0,0,0
tatA,0,0,0,0,0,0
tatB,0,0,0,0,0,0
tatC,0,0,0,0,0,0
thrA,0,0,0,0,0,0
thrB,0,0,0,0,0,0
thrC,0,0,0,0,0,0
topA,0,0,0,0,0,0
topB,0,0,0,0,0,0
tpx,0,0,0,0,0,0
trpA,0,0,0,0,0,0
trpB,0,0,0,0,0,0
trpC,0,0,0,0,0,0
trpD,0,0,0,0,0,0
trpE,0,0,0,0,0,0
trpF,0,0,0,0,0,0
trxA,0,0,0,0,0,0
trxB,0,0,0,0,0,0
trxC,0,0,0,0,0,0
tsf,0,0,0,0,0,0
tufA,0,0,0,0,0,0
tufB,0,0,0,0,0,0
tycA,0,0,0,0,0,0
tyrA,0,0,0,0,0,0
uvrA,0,0,0,0,0,0
uvrB,0,0,0,0,0,0
uvrC,0,0,0,0,0,0
valS,0,0,0,0,0,0
valT,0,0,0,0,0,0
valU,0,0,0,0,0,0
yceC,0,0,0,0,0,0
yceD,0,0,0,0,0,0
yceE,0,0,0,0,0,0
yceF,0,0,0,0,0,0
yceG,0,0,0,0,0,0
ycxC,0,0,0,0,0,0
ycxD,0,0,0,0,0,0
yflA,0,0,0,0,0,0
yflB,0,0,0,0,0,0
yflC,0,0,0,0,0,0
yflD,0,0,0,0,0,0
yflE,0,0,0,0,0,0
yhcN,0,0,0,0,0,0
yjbC,0,0,0,0,0,0
yjbD,0,0,0,0,0,0
yjbE,0,0,0,0,0,0
yjbF,0,0,0,0,0,0
yoaA,0,0,0,0,0,0
yoaB,0,0,0,0,0,0
yoaC,0,0,0,0,0,0
yoaD,0,0,0,0,0,0
yoaE,0,0,0,0,0,0
yodA,0,0,0,0,0,0
yodB,0,0,0,0,0,0
yodC,0,0,0,0,0,0
yodD,0,0,0,0,0,0
yodE,0,0,0,0,0,0
yorM,0,0,0,0,0,0
yqeA,0,0,0,0,0,0
yqeB,0,0,0,0,0,0
yqeC,0,0,0,0,0,0
yqeD,0,0,0,0,0,0
yqeE,0,0,0,0,0,0
ytrA,0,0,0,0,0,0
ytrB,0,0,0,0,0,0
ytrC,0,0,0,0,0,0
ytrD,0,0,0,0,0,0
ytrE,0,0,0,0,0,0
ytrF,0,0,0,0,0,0
ytrG,0,0,0,0,0,0
ytrH,0,0,0,0,0,0
ytrI,0,0,0,0,0,0
ytrJ,0,0,0,0,0,0
yvaA,0,0,0,0,0,0
yvaB,0,0,0,0,0,0
yvaC,0,0,0,0,0,0
yvaD,0,0,0,0,0,0
yvaE,0,0,0,0,0,0
yvbA,0,0,0,0,0,0
yvbB,0,0,0,0,0,0
yvbC,0,0,0,0,0,0
yvbD,0,0,0,0,0,0
yvbE,0,0,0,0,0,0
yvcA,0,0,0,0,0,0
yvcB,0,0,0,0,0,0
yvcC,0,0,0,0,0,0
yvcD,0,0,0,0,0,0
yvcE,0,0,0,0,0,0
yvdA,0,0,0,0,0,0
yvdB,0,0,0,0,0,0
yvdC,0,0,0,0,0,0
yvdD,0,0,0,0,0,0
yvdE,0,0,0,0,0,0
yveA,0,0,0,0,0,0
yveB,0,0,0,0,0,0
yveC,0,0,0,0,0,0
yveD,0,0,0,0,0,0
yveE,0,0,0,0,0,0
yvfA,0,0,0,0,0,0
yvfB,0,0,0,0,0,0
yvfC,0,0,0,0,0,0
yvfD,0,0,0,0,0,0
yvfE,0,0,0,0,0,0
yvgA,0,0,0,0,0,0
yvgB,0,0,0,0,0,0
yvgC,0,0,0,0,0,0
yvgD,0,0,0,0,0,0
yvgE,0,0,0,0,0,0
yvhA,0,0,0,0,0,0
yvhB,0,0,0,0,0,0
yvhC,0,0,0,0,0,0
yvhD,0,0,0,0,0,0
yvhE,0,0,0,0,0,0
ywbA,0,0,0,0,0,0
ywbB,0,0,0,0,0,0
ywbC,0,0,0,0,0,0
ywbD,0,0,0,0,0,0
ywbE,0,0,0,0,0,0
ywnA,0,0,0,0,0,0
ywnB,0,0,0,0,0,0
ywnC,0,0,0,0,0,0
ywnD,0,0,0,0,0,0
ywnE,0,0,0,0,0,0
yxiA,0,0,0,0,0,0
yxiB,0,0,0,0,0,0
yxiC,0,0,0,0,0,0
yxiD,0,0,0,0,0,0
yxiE,0,0,0,0,0,0
yxkA,0,0,0,0,0,0
yxkB,0,0,0,0,0,0
yxkC,0,0,0,0,0,0
yxkD,0,0,0,0,0,0
yxkE,0,0,0,0,0,0
znuA,0,0,0,0,0,0
znuB,0,0,0,0,0,0
znuC,0,0,0,0,0,0
zur,0,0,0,0,0,0
